student_id,session_no,attended
STU0006,35,0
STU0006,36,1
STU0006,37,0
STU0006,38,0
STU0006,39,1
STU0006,40,1
STU0007,1,1
STU0007,2,1
STU0007,3,0
STU0007,4,0
STU0007,5,0
STU0007,6,0
STU0007,7,1
STU0007,8,1
STU0007,9,0
STU0007,10,1
STU0007,11,0
STU0007,12,0
STU0007,13,0
STU0007,14,1
STU0007,15,1
STU0007,16,1
STU0007,17,1
STU0007,18,1
STU0007,19,1
STU0007,20,1
STU0007,21,1
STU0007,22,1
STU0007,23,1
STU0007,24,1
STU0007,25,0
STU0007,26,1
STU0007,27,1
STU0007,28,1
STU0007,29,0
STU0007,30,1
STU0007,31,1
STU0007,32,1
STU0007,33,1
STU0007,34,1
STU0007,35,1
STU0007,36,1
STU0007,37,0
STU0007,38,0
STU0007,39,1
STU0007,40,1
STU0008,1,1
STU0008,2,0
STU0008,3,0
STU0008,4,0
STU0008,5,1
STU0008,6,1
STU0008,7,1
STU0008,8,1
STU0008,9,0
STU0008,10,0
STU0008,11,0
STU0008,12,1
STU0008,13,0
STU0008,14,0
STU0008,15,0
STU0008,16,0
STU0008,17,1
STU0008,18,1
STU0008,19,1
STU0008,20,0
STU0008,21,1
STU0008,22,1
STU0008,23,1
STU0008,24,1
STU0008,25,0
STU0008,26,0
STU0008,27,1
STU0008,28,1
STU0008,29,1
STU0008,30,1
STU0008,31,1
STU0008,32,1
STU0008,33,1
STU0008,34,0
STU0008,35,0
STU0008,36,1
STU0008,37,1
STU0008,38,0
STU0008,39,1
STU0008,40,0
STU0009,1,1
STU0009,2,0
STU0009,3,0
STU0009,4,0
STU0009,5,1
STU0009,6,0
STU0009,7,1
STU0009,8,1
STU0009,9,0
STU0009,10,1
STU0009,11,0
STU0009,12,0
STU0009,13,1
STU0009,14,1
STU0009,15,1
STU0009,16,1
STU0009,17,1
STU0009,18,0
STU0009,19,1
STU0009,20,1
STU0009,21,0
STU0009,22,1
STU0009,23,0
STU0009,24,1
STU0009,25,1
STU0009,26,0
STU0009,27,0
STU0009,28,0
STU0009,29,0
STU0009,30,0
STU0009,31,1
STU0009,32,1
STU0009,33,0
STU0009,34,0
STU0009,35,0
STU0009,36,1
STU0009,37,1
STU0009,38,0
STU0009,39,1
STU0009,40,0
STU0010,1,1
STU0010,2,0
STU0010,3,1
STU0010,4,0
STU0010,5,1
STU0010,6,0
STU0010,7,1
STU0010,8,1
STU0010,9,0
STU0010,10,1
STU0010,11,1
STU0010,12,0
STU0010,13,0
STU0010,14,0
STU0010,15,0
STU0010,16,1
STU0010,17,1
STU0010,18,1
STU0010,19,0
STU0010,20,0
STU0010,21,0
STU0010,22,0
STU0010,23,1
STU0010,24,1
STU0010,25,1
STU0010,26,0
STU0010,27,1
STU0010,28,0
STU0010,29,1
STU0010,30,1
STU0010,31,1
STU0010,32,0
STU0010,33,0
STU0010,34,1
STU0010,35,1
STU0010,36,0
STU0010,37,1
STU0010,38,0
STU0010,39,0
STU0010,40,1
STU0011,1,0
STU0011,2,1
STU0011,3,1
STU0011,4,1
STU0011,5,1
STU0011,6,1
STU0011,7,1
STU0011,8,0
STU0011,9,1
STU0011,10,1
STU0011,11,1
STU0011,12,1
STU0011,13,1
STU0011,14,1
STU0011,15,1
STU0011,16,1
STU0011,17,1
STU0011,18,1
STU0011,19,0
STU0011,20,1
STU0011,21,1
STU0011,22,0
STU0011,23,1
STU0011,24,0
STU0011,25,1
STU0011,26,0
STU0011,27,1
STU0011,28,0
STU0011,29,1
STU0011,30,0
STU0011,31,1
STU0011,32,1
STU0011,33,0
STU0011,34,1
STU0011,35,1
STU0011,36,1
STU0011,37,1
STU0011,38,1
STU0011,39,1
STU0011,40,0
STU0012,1,1
STU0012,2,1
STU0012,3,1
STU0012,4,1
STU0012,5,0
STU0012,6,0
STU0012,7,1
STU0012,8,1
STU0012,9,1
STU0012,10,1
STU0012,11,1
STU0012,12,1
STU0012,13,1
STU0012,14,1
STU0012,15,0
STU0012,16,1
STU0012,17,1
STU0012,18,1
STU0012,19,0
STU0012,20,1
STU0012,21,1
STU0012,22,1
STU0012,23,1
STU0012,24,1
STU0012,25,0
STU0012,26,1
STU0012,27,1
STU0012,28,1
STU0012,29,0
STU0012,30,1
STU0012,31,1
STU0012,32,1
STU0012,33,1
STU0012,34,1
STU0012,35,1
STU0012,36,1
STU0012,37,1
STU0012,38,0
STU0012,39,0
STU0012,40,1
STU0013,1,0
STU0013,2,0
STU0013,3,1
STU0013,4,0
STU0013,5,0
STU0013,6,1
STU0013,7,1
STU0013,8,0
STU0013,9,1
STU0013,10,0
STU0013,11,1
STU0013,12,0
STU0013,13,1
STU0013,14,1
STU0013,15,0
STU0013,16,1
STU0013,17,1
STU0013,18,1
STU0013,19,0
STU0013,20,0
STU0013,21,0
STU0013,22,1
STU0013,23,1
STU0013,24,1
STU0013,25,1
STU0013,26,1
STU0013,27,1
STU0013,28,1
STU0013,29,0
STU0013,30,1
STU0013,31,1
STU0013,32,0
STU0013,33,1
STU0013,34,0
STU0013,35,0
STU0013,36,0
STU0013,37,1
STU0013,38,0
STU0013,39,1
STU0013,40,1
STU0014,1,1
STU0014,2,1
STU0014,3,1
STU0014,4,1
STU0014,5,1
STU0014,6,1
STU0014,7,1
STU0014,8,1
STU0014,9,1
STU0014,10,1
STU0014,11,0
STU0014,12,1
STU0014,13,1
STU0014,14,1
STU0014,15,1
STU0014,16,1
STU0014,17,1
STU0014,18,1
STU0014,19,1
STU0014,20,1
STU0014,21,1
STU0014,22,1
STU0014,23,1
STU0014,24,1
STU0014,25,1
STU0014,26,1
STU0014,27,1
STU0014,28,0
STU0014,29,1
STU0014,30,1
STU0014,31,0
STU0014,32,0
STU0014,33,1
STU0014,34,1
STU0014,35,0
STU0014,36,1
STU0014,37,1
STU0014,38,1
STU0014,39,1
STU0014,40,1
STU0015,1,0
STU0015,2,0
STU0015,3,1
STU0015,4,1
STU0015,5,0
STU0015,6,0
STU0015,7,0
STU0015,8,0
STU0015,9,0
STU0015,10,0
STU0015,11,0
STU0015,12,0
STU0015,13,0
STU0015,14,0
STU0015,15,0
STU0015,16,0
STU0015,17,0
STU0015,18,1
STU0015,19,0
STU0015,20,1
STU0015,21,1
STU0015,22,0
STU0015,23,0
STU0015,24,0
STU0015,25,0
STU0015,26,1
STU0015,27,0
STU0015,28,0
STU0015,29,0
STU0015,30,0
STU0015,31,0
STU0015,32,0
STU0015,33,0
STU0015,34,1
STU0015,35,0
STU0015,36,0
STU0015,37,0
STU0015,38,0
STU0015,39,0
STU0015,40,0
STU0016,1,1
STU0016,2,1
STU0016,3,1
STU0016,4,0
STU0016,5,1
STU0016,6,1
STU0016,7,0
STU0016,8,0
STU0016,9,1
STU0016,10,1
STU0016,11,1
STU0016,12,1
STU0016,13,0
STU0016,14,1
STU0016,15,1
STU0016,16,1
STU0016,17,1
STU0016,18,1
STU0016,19,1
STU0016,20,1
STU0016,21,1
STU0016,22,1
STU0016,23,1
STU0016,24,1
STU0016,25,1
STU0016,26,1
STU0016,27,1
STU0016,28,1
STU0016,29,1
STU0016,30,1
STU0016,31,1
STU0016,32,1
STU0016,33,1
STU0016,34,0
STU0016,35,1
STU0016,36,1
STU0016,37,1
STU0016,38,1
STU0016,39,1
STU0016,40,1
STU0017,1,0
STU0017,2,0
STU0017,3,1
STU0017,4,0
STU0017,5,0
STU0017,6,1
STU0017,7,1
STU0017,8,0
STU0017,9,0
STU0017,10,0
STU0017,11,1
STU0017,12,0
STU0017,13,1
STU0017,14,1
STU0017,15,1
STU0017,16,0
STU0017,17,0
STU0017,18,1
STU0017,19,1
STU0017,20,0
STU0017,21,1
STU0017,22,0
STU0017,23,1
STU0017,24,1
STU0017,25,1
STU0017,26,1
STU0017,27,0
STU0017,28,1
STU0017,29,1
STU0017,30,0
STU0017,31,1
STU0017,32,1
STU0017,33,0
STU0017,34,0
STU0017,35,1
STU0017,36,0
STU0017,37,0
STU0017,38,1
STU0017,39,1
STU0017,40,0
STU0018,1,0
STU0018,2,0
STU0018,3,0
STU0018,4,1
STU0018,5,0
STU0018,6,1
STU0018,7,1
STU0018,8,1
STU0018,9,0
STU0018,10,1
STU0018,11,0
STU0018,12,1
STU0018,13,0
STU0018,14,0
STU0018,15,1
STU0018,16,0
STU0018,17,0
STU0018,18,1
STU0018,19,1
STU0018,20,1
STU0018,21,1
STU0018,22,1
STU0018,23,0
STU0018,24,0
STU0018,25,0
STU0018,26,1
STU0018,27,1
STU0018,28,0
STU0018,29,0
STU0018,30,1
STU0018,31,0
STU0018,32,1
STU0018,33,0
STU0018,34,1
STU0018,35,0
STU0018,36,1
STU0018,37,1
STU0018,38,1
STU0018,39,1
STU0018,40,1
STU0019,1,1
STU0019,2,0
STU0019,3,0
STU0019,4,0
STU0019,5,1
STU0019,6,1
STU0019,7,0
STU0019,8,0
STU0019,9,1
STU0019,10,0
STU0019,11,0
STU0019,12,1
STU0019,13,0
STU0019,14,1
STU0019,15,1
STU0019,16,1
STU0019,17,0
STU0019,18,1
STU0019,19,1
STU0019,20,1
STU0019,21,1
STU0019,22,0
STU0019,23,1
STU0019,24,1
STU0019,25,0
STU0019,26,1
STU0019,27,1
STU0019,28,1
STU0019,29,1
STU0019,30,1
STU0019,31,1
STU0019,32,1
STU0019,33,0
STU0019,34,1
STU0019,35,0
STU0019,36,0
STU0019,37,1
STU0019,38,0
STU0019,39,1
STU0019,40,0
STU0020,1,1
STU0020,2,0
STU0020,3,1
STU0020,4,0
STU0020,5,0
STU0020,6,0
STU0020,7,0
STU0020,8,0
STU0020,9,0
STU0020,10,1
STU0020,11,0
STU0020,12,0
STU0020,13,0
STU0020,14,0
STU0020,15,0
STU0020,16,0
STU0020,17,0
STU0020,18,1
STU0020,19,1
STU0020,20,0
STU0020,21,0
STU0020,22,0
STU0020,23,0
STU0020,24,0
STU0020,25,0
STU0020,26,1
STU0020,27,1
STU0020,28,0
STU0020,29,0
STU0020,30,0
STU0020,31,1
STU0020,32,0
STU0020,33,0
STU0020,34,1
STU0020,35,0
STU0020,36,1
STU0020,37,0
STU0020,38,0
STU0020,39,0
STU0020,40,1
STU0021,1,1
STU0021,2,1
STU0021,3,0
STU0021,4,1
STU0021,5,1
STU0021,6,1
STU0021,7,1
STU0021,8,1
STU0021,9,1
STU0021,10,1
STU0021,11,0
STU0021,12,0
STU0021,13,1
STU0021,14,1
STU0021,15,1
STU0021,16,1
STU0021,17,1
STU0021,18,1
STU0021,19,1
STU0021,20,1
STU0021,21,1
STU0021,22,1
STU0021,23,0
STU0021,24,1
STU0021,25,1
STU0021,26,0
STU0021,27,1
STU0021,28,0
STU0021,29,0
STU0021,30,1
STU0021,31,1
STU0021,32,1
STU0021,33,1
STU0021,34,1
STU0021,35,1
STU0021,36,1
STU0021,37,0
STU0021,38,0
STU0021,39,1
STU0021,40,1
STU0022,1,1
STU0022,2,1
STU0022,3,0
STU0022,4,1
STU0022,5,1
STU0022,6,1
STU0022,7,0
STU0022,8,0
STU0022,9,1
STU0022,10,1
STU0022,11,1
STU0022,12,1
STU0022,13,0
STU0022,14,1
STU0022,15,1
STU0022,16,1
STU0022,17,1
STU0022,18,1
STU0022,19,1
STU0022,20,1
STU0022,21,1
STU0022,22,1
STU0022,23,1
STU0022,24,1
STU0022,25,1
STU0022,26,1
STU0022,27,1
STU0022,28,1
STU0022,29,1
STU0022,30,1
STU0022,31,0
STU0022,32,1
STU0022,33,1
STU0022,34,1
STU0022,35,1
STU0022,36,1
STU0022,37,1
STU0022,38,1
STU0022,39,1
STU0022,40,1
STU0023,1,1
STU0023,2,1
STU0023,3,0
STU0023,4,0
STU0023,5,0
STU0023,6,1
STU0023,7,1
STU0023,8,1
STU0023,9,1
STU0023,10,0
STU0023,11,1
STU0023,12,0
STU0023,13,1
STU0023,14,1
STU0023,15,1
STU0023,16,0
STU0023,17,0
STU0023,18,0
STU0023,19,0
STU0023,20,0
STU0023,21,0
STU0023,22,1
STU0023,23,1
STU0023,24,1
STU0023,25,0
STU0023,26,0
STU0023,27,1
STU0023,28,0
STU0023,29,0
STU0023,30,1
STU0023,31,1
STU0023,32,0
STU0023,33,1
STU0023,34,0
STU0023,35,1
STU0023,36,0
STU0023,37,0
STU0023,38,0
STU0023,39,1
STU0023,40,0
STU0024,1,1
STU0024,2,1
STU0024,3,1
STU0024,4,1
STU0024,5,1
STU0024,6,1
STU0024,7,1
STU0024,8,1
STU0024,9,1
STU0024,10,1
STU0024,11,0
STU0024,12,1
STU0024,13,1
STU0024,14,0
STU0024,15,1
STU0024,16,1
STU0024,17,1
STU0024,18,0
STU0024,19,1
STU0024,20,0
STU0024,21,1
STU0024,22,0
STU0024,23,0
STU0024,24,0
STU0024,25,1
STU0024,26,0
STU0024,27,1
STU0024,28,1
STU0024,29,1
STU0024,30,0
STU0024,31,0
STU0024,32,0
STU0024,33,1
STU0024,34,1
STU0024,35,1
STU0024,36,1
STU0024,37,1
STU0024,38,1
STU0024,39,1
STU0024,40,1
STU0025,1,1
STU0025,2,1
STU0025,3,0
STU0025,4,0
STU0025,5,1
STU0025,6,1
STU0025,7,0
STU0025,8,0
STU0025,9,1
STU0025,10,1
STU0025,11,1
STU0025,12,0
STU0025,13,1
STU0025,14,0
STU0025,15,1
STU0025,16,1
STU0025,17,1
STU0025,18,1
STU0025,19,1
STU0025,20,1
STU0025,21,1
STU0025,22,0
STU0025,23,1
STU0025,24,1
STU0025,25,0
STU0025,26,0
STU0025,27,0
STU0025,28,0
STU0025,29,1
STU0025,30,1
STU0025,31,0
STU0025,32,0
STU0025,33,1
STU0025,34,0
STU0025,35,1
STU0025,36,1
STU0025,37,1
STU0025,38,1
STU0025,39,1
STU0025,40,1
STU0026,1,0
STU0026,2,0
STU0026,3,1
STU0026,4,1
STU0026,5,1
STU0026,6,1
STU0026,7,1
STU0026,8,1
STU0026,9,1
STU0026,10,1
STU0026,11,1
STU0026,12,1
STU0026,13,1
STU0026,14,1
STU0026,15,1
STU0026,16,0
STU0026,17,1
STU0026,18,1
STU0026,19,1
STU0026,20,1
STU0026,21,1
STU0026,22,1
STU0026,23,1
STU0026,24,1
STU0026,25,0
STU0026,26,1
STU0026,27,1
STU0026,28,0
STU0026,29,0
STU0026,30,1
STU0026,31,1
STU0026,32,1
STU0026,33,1
STU0026,34,1
STU0026,35,1
STU0026,36,1
STU0026,37,0
STU0026,38,0
STU0026,39,1
STU0026,40,1
STU0027,1,0
STU0027,2,0
STU0027,3,1
STU0027,4,1
STU0027,5,1
STU0027,6,0
STU0027,7,0
STU0027,8,0
STU0027,9,1
STU0027,10,0
STU0027,11,0
STU0027,12,0
STU0027,13,1
STU0027,14,0
STU0027,15,0
STU0027,16,0
STU0027,17,1
STU0027,18,0
STU0027,19,0
STU0027,20,1
STU0027,21,0
STU0027,22,0
STU0027,23,1
STU0027,24,1
STU0027,25,0
STU0027,26,1
STU0027,27,0
STU0027,28,1
STU0027,29,0
STU0027,30,1
STU0027,31,0
STU0027,32,0
STU0027,33,0
STU0027,34,0
STU0027,35,1
STU0027,36,0
STU0027,37,1
STU0027,38,1
STU0027,39,1
STU0027,40,1
STU0028,1,0
STU0028,2,1
STU0028,3,1
STU0028,4,1
STU0028,5,0
STU0028,6,1
STU0028,7,1
STU0028,8,1
STU0028,9,1
STU0028,10,1
STU0028,11,1
STU0028,12,0
STU0028,13,1
STU0028,14,1
STU0028,15,0
STU0028,16,1
STU0028,17,1
STU0028,18,1
STU0028,19,1
STU0028,20,0
STU0028,21,1
STU0028,22,0
STU0028,23,1
STU0028,24,1
STU0028,25,1
STU0028,26,1
STU0028,27,1
STU0028,28,0
STU0028,29,1
STU0028,30,0
STU0028,31,1
STU0028,32,0
STU0028,33,0
STU0028,34,0
STU0028,35,0
STU0028,36,0
STU0028,37,1
STU0028,38,1
STU0028,39,1
STU0028,40,0
STU0029,1,1
STU0029,2,1
STU0029,3,1
STU0029,4,1
STU0029,5,1
STU0029,6,1
STU0029,7,1
STU0029,8,1
STU0029,9,1
STU0029,10,1
STU0029,11,1
STU0029,12,1
STU0029,13,1
STU0029,14,1
STU0029,15,1
STU0029,16,1
STU0029,17,1
STU0029,18,1
STU0029,19,1
STU0029,20,1
STU0029,21,1
STU0029,22,1
STU0029,23,1
STU0029,24,1
STU0029,25,0
STU0029,26,1
STU0029,27,1
STU0029,28,1
STU0029,29,1
STU0029,30,1
STU0029,31,1
STU0029,32,1
STU0029,33,1
STU0029,34,1
STU0029,35,1
STU0029,36,1
STU0029,37,1
STU0029,38,1
STU0029,39,1
STU0029,40,1
STU0030,1,1
STU0030,2,1
STU0030,3,1
STU0030,4,1
STU0030,5,0
STU0030,6,1
STU0030,7,1
STU0030,8,1
STU0030,9,1
STU0030,10,1
STU0030,11,1
STU0030,12,1
STU0030,13,1
STU0030,14,1
STU0030,15,0
STU0030,16,1
STU0030,17,1
STU0030,18,1
STU0030,19,1
STU0030,20,1
STU0030,21,1
STU0030,22,1
STU0030,23,1
STU0030,24,1
STU0030,25,1
STU0030,26,1
STU0030,27,1
STU0030,28,0
STU0030,29,1
STU0030,30,1
STU0030,31,1
STU0030,32,1
STU0030,33,1
STU0030,34,1
STU0030,35,1
STU0030,36,1
STU0030,37,0
STU0030,38,0
STU0030,39,1
STU0030,40,1
STU0031,1,1
STU0031,2,1
STU0031,3,1
STU0031,4,1
STU0031,5,1
STU0031,6,0
STU0031,7,1
STU0031,8,0
STU0031,9,1
STU0031,10,1
STU0031,11,1
STU0031,12,1
STU0031,13,0
STU0031,14,0
STU0031,15,1
STU0031,16,1
STU0031,17,1
STU0031,18,0
STU0031,19,1
STU0031,20,1
STU0031,21,1
STU0031,22,1
STU0031,23,1
STU0031,24,1
STU0031,25,0
STU0031,26,1
STU0031,27,1
STU0031,28,0
STU0031,29,1
STU0031,30,0
STU0031,31,1
STU0031,32,1
STU0031,33,0
STU0031,34,1
STU0031,35,1
STU0031,36,1
STU0031,37,1
STU0031,38,1
STU0031,39,1
STU0031,40,0
STU0032,1,1
STU0032,2,0
STU0032,3,1
STU0032,4,1
STU0032,5,1
STU0032,6,1
STU0032,7,1
STU0032,8,1
STU0032,9,0
STU0032,10,1
STU0032,11,1
STU0032,12,1
STU0032,13,1
STU0032,14,1
STU0032,15,1
STU0032,16,1
STU0032,17,1
STU0032,18,1
STU0032,19,1
STU0032,20,0
STU0032,21,0
STU0032,22,1
STU0032,23,0
STU0032,24,1
STU0032,25,1
STU0032,26,1
STU0032,27,1
STU0032,28,1
STU0032,29,0
STU0032,30,1
STU0032,31,1
STU0032,32,1
STU0032,33,0
STU0032,34,1
STU0032,35,1
STU0032,36,1
STU0032,37,1
STU0032,38,0
STU0032,39,0
STU0032,40,1
STU0033,1,1
STU0033,2,1
STU0033,3,1
STU0033,4,1
STU0033,5,1
STU0033,6,1
STU0033,7,1
STU0033,8,1
STU0033,9,1
STU0033,10,0
STU0033,11,1
STU0033,12,1
STU0033,13,1
STU0033,14,0
STU0033,15,1
STU0033,16,1
STU0033,17,0
STU0033,18,0
STU0033,19,1
STU0033,20,1
STU0033,21,1
STU0033,22,0
STU0033,23,1
STU0033,24,1
STU0033,25,0
STU0033,26,1
STU0033,27,1
STU0033,28,1
STU0033,29,1
STU0033,30,1
STU0033,31,1
STU0033,32,1
STU0033,33,1
STU0033,34,0
STU0033,35,1
STU0033,36,0
STU0033,37,1
STU0033,38,0
STU0033,39,0
STU0033,40,1
STU0034,1,1
STU0034,2,0
STU0034,3,1
STU0034,4,1
STU0034,5,1
STU0034,6,0
STU0034,7,1
STU0034,8,1
STU0034,9,1
STU0034,10,1
STU0034,11,1
STU0034,12,1
STU0034,13,1
STU0034,14,1
STU0034,15,1
STU0034,16,1
STU0034,17,1
STU0034,18,1
STU0034,19,1
STU0034,20,1
STU0034,21,1
STU0034,22,1
STU0034,23,1
STU0034,24,1
STU0034,25,0
STU0034,26,1
STU0034,27,1
STU0034,28,1
STU0034,29,1
STU0034,30,1
STU0034,31,1
STU0034,32,1
STU0034,33,1
STU0034,34,1
STU0034,35,1
STU0034,36,0
STU0034,37,1
STU0034,38,0
STU0034,39,1
STU0034,40,1
STU0035,1,0
STU0035,2,1
STU0035,3,0
STU0035,4,1
STU0035,5,1
STU0035,6,1
STU0035,7,1
STU0035,8,1
STU0035,9,1
STU0035,10,0
STU0035,11,1
STU0035,12,1
STU0035,13,1
STU0035,14,0
STU0035,15,1
STU0035,16,1
STU0035,17,1
STU0035,18,1
STU0035,19,1
STU0035,20,1
STU0035,21,1
STU0035,22,1
STU0035,23,1
STU0035,24,1
STU0035,25,1
STU0035,26,0
STU0035,27,1
STU0035,28,0
STU0035,29,1
STU0035,30,1
STU0035,31,1
STU0035,32,0
STU0035,33,1
STU0035,34,0
STU0035,35,0
STU0035,36,1
STU0035,37,1
STU0035,38,1
STU0035,39,1
STU0035,40,0
STU0036,1,1
STU0036,2,1
STU0036,3,1
STU0036,4,1
STU0036,5,1
STU0036,6,1
STU0036,7,1
STU0036,8,1
STU0036,9,1
STU0036,10,1
STU0036,11,1
STU0036,12,1
STU0036,13,1
STU0036,14,1
STU0036,15,1
STU0036,16,1
STU0036,17,1
STU0036,18,1
STU0036,19,1
STU0036,20,1
STU0036,21,1
STU0036,22,0
STU0036,23,1
STU0036,24,1
STU0036,25,1
STU0036,26,1
STU0036,27,1
STU0036,28,1
STU0036,29,0
STU0036,30,1
STU0036,31,1
STU0036,32,1
STU0036,33,1
STU0036,34,1
STU0036,35,1
STU0036,36,1
STU0036,37,1
STU0036,38,1
STU0036,39,1
STU0036,40,1
STU0037,1,0
STU0037,2,1
STU0037,3,1
STU0037,4,0
STU0037,5,1
STU0037,6,1
STU0037,7,1
STU0037,8,1
STU0037,9,0
STU0037,10,0
STU0037,11,0
STU0037,12,1
STU0037,13,0
STU0037,14,1
STU0037,15,1
STU0037,16,1
STU0037,17,0
STU0037,18,1
STU0037,19,0
STU0037,20,1
STU0037,21,1
STU0037,22,1
STU0037,23,1
STU0037,24,0
STU0037,25,1
STU0037,26,0
STU0037,27,0
STU0037,28,0
STU0037,29,1
STU0037,30,1
STU0037,31,1
STU0037,32,0
STU0037,33,0
STU0037,34,1
STU0037,35,0
STU0037,36,1
STU0037,37,1
STU0037,38,1
STU0037,39,0
STU0037,40,1
STU0038,1,1
STU0038,2,1
STU0038,3,1
STU0038,4,1
STU0038,5,0
STU0038,6,0
STU0038,7,1
STU0038,8,1
STU0038,9,1
STU0038,10,0
STU0038,11,1
STU0038,12,0
STU0038,13,1
STU0038,14,0
STU0038,15,0
STU0038,16,1
STU0038,17,0
STU0038,18,1
STU0038,19,0
STU0038,20,1
STU0038,21,0
STU0038,22,0
STU0038,23,0
STU0038,24,0
STU0038,25,1
STU0038,26,1
STU0038,27,1
STU0038,28,1
STU0038,29,0
STU0038,30,1
STU0038,31,0
STU0038,32,0
STU0038,33,0
STU0038,34,1
STU0038,35,0
STU0038,36,0
STU0038,37,1
STU0038,38,0
STU0038,39,0
STU0038,40,1
STU0039,1,1
STU0039,2,1
STU0039,3,1
STU0039,4,0
STU0039,5,1
STU0039,6,0
STU0039,7,1
STU0039,8,1
STU0039,9,1
STU0039,10,1
STU0039,11,1
STU0039,12,1
STU0039,13,1
STU0039,14,1
STU0039,15,1
STU0039,16,1
STU0039,17,1
STU0039,18,1
STU0039,19,1
STU0039,20,1
STU0039,21,0
STU0039,22,1
STU0039,23,1
STU0039,24,0
STU0039,25,1
STU0039,26,1
STU0039,27,1
STU0039,28,1
STU0039,29,1
STU0039,30,1
STU0039,31,1
STU0039,32,1
STU0039,33,0
